1	1	2	33	32	0	0	0	0	0
2	2	3	34	33	0	0	0	0	0
3	3	4	35	34	0	0	0	0	0
4	4	5	36	35	0	0	0	0	0
5	5	6	37	36	0	0	0	0	0
6	6	7	38	37	0	0	0	0	0
7	7	8	39	38	0	0	0	0	0
8	8	9	40	39	0	0	0	0	0
9	9	10	41	40	0	0	0	0	0
10	10	11	42	41	0	0	0	0	0
11	11	12	43	42	0	0	0	0	0
12	12	13	44	43	0	0	0	0	0
13	13	14	45	44	0	0	0	0	0
14	14	15	46	45	0	0	0	0	0
15	15	16	47	46	0	0	0	0	0
16	16	17	48	47	0	0	0	0	0
17	17	18	49	48	0	0	0	0	0
18	18	19	50	49	0	0	0	0	0
19	19	20	51	50	0	0	0	0	0
20	20	21	52	51	0	0	0	0	0
21	21	22	53	52	0	0	0	0	0
22	22	23	54	53	0	0	0	0	0
23	23	24	55	54	0	0	0	0	0
24	24	25	56	55	0	0	0	0	0
25	25	26	57	56	0	0	0	0	0
26	26	27	58	57	0	0	0	0	0
27	27	28	59	58	0	0	0	0	0
28	28	29	60	59	0	0	0	0	0
29	29	30	61	60	0	0	0	0	0
30	30	31	62	61	0	0	0	0	0
31	32	33	64	63	0	0	0	0	0
32	33	34	65	64	0	0	0	0	0
33	34	35	66	65	0	0	0	0	0
34	35	36	67	66	0	0	0	0	0
35	36	37	68	67	0	0	0	0	0
36	37	38	69	68	0	0	0	0	0
37	38	39	70	69	0	0	0	0	0
38	39	40	71	70	0	0	0	0	0
39	40	41	72	71	0	0	0	0	0
40	41	42	73	72	0	0	0	0	0
41	42	43	74	73	0	0	0	0	0
42	43	44	75	74	0	0	0	0	0
43	44	45	76	75	0	0	0	0	0
44	45	46	77	76	0	0	0	0	0
45	46	47	78	77	0	0	0	0	0
46	47	48	79	78	0	0	0	0	0
47	48	49	80	79	0	0	0	0	0
48	49	50	81	80	0	0	0	0	0
49	50	51	82	81	0	0	0	0	0
50	51	52	83	82	0	0	0	0	0
51	52	53	84	83	0	0	0	0	0
52	53	54	85	84	0	0	0	0	0
53	54	55	86	85	0	0	0	0	0
54	55	56	87	86	0	0	0	0	0
55	56	57	88	87	0	0	0	0	0
56	57	58	89	88	0	0	0	0	0
57	58	59	90	89	0	0	0	0	0
58	59	60	91	90	0	0	0	0	0
59	60	61	92	91	0	0	0	0	0
60	61	62	93	92	0	0	0	0	0
61	63	64	95	94	0	0	0	0	0
62	64	65	96	95	0	0	0	0	0
63	65	66	97	96	0	0	0	0	0
64	66	67	98	97	0	0	0	0	0
65	67	68	99	98	0	0	0	0	0
66	68	69	100	99	0	0	0	0	0
67	69	70	101	100	0	0	0	0	0
68	70	71	102	101	0	0	0	0	0
69	71	72	103	102	0	0	0	0	0
70	72	73	104	103	0	0	0	0	0
71	73	74	105	104	0	0	0	0	0
72	74	75	106	105	0	0	0	0	0
73	75	76	107	106	0	0	0	0	0
74	76	77	108	107	0	0	0	0	0
75	77	78	109	108	0	0	0	0	0
76	78	79	110	109	0	0	0	0	0
77	79	80	111	110	0	0	0	0	0
78	80	81	112	111	0	0	0	0	0
79	81	82	113	112	0	0	0	0	0
80	82	83	114	113	0	0	0	0	0
81	83	84	115	114	0	0	0	0	0
82	84	85	116	115	0	0	0	0	0
83	85	86	117	116	0	0	0	0	0
84	86	87	118	117	0	0	0	0	0
85	87	88	119	118	0	0	0	0	0
86	88	89	120	119	0	0	0	0	0
87	89	90	121	120	0	0	0	0	0
88	90	91	122	121	0	0	0	0	0
89	91	92	123	122	0	0	0	0	0
90	92	93	124	123	0	0	0	0	0
91	94	95	126	125	0	0	0	0	0
92	95	96	127	126	0	0	0	0	0
93	96	97	128	127	0	0	0	0	0
94	97	98	129	128	0	0	0	0	0
95	98	99	130	129	0	0	0	0	0
96	99	100	131	130	0	0	0	0	0
97	100	101	132	131	0	0	0	0	0
98	101	102	133	132	0	0	0	0	0
99	102	103	134	133	0	0	0	0	0
100	103	104	135	134	0	0	0	0	0
101	104	105	136	135	0	0	0	0	0
102	105	106	137	136	0	0	0	0	0
103	106	107	138	137	0	0	0	0	0
104	107	108	139	138	0	0	0	0	0
105	108	109	140	139	0	0	0	0	0
106	109	110	141	140	0	0	0	0	0
107	110	111	142	141	0	0	0	0	0
108	111	112	143	142	0	0	0	0	0
109	112	113	144	143	0	0	0	0	0
