1	1	2	8	7	25	48	30	45	0
2	2	3	9	8	26	51	31	48	0
3	3	4	10	9	27	54	32	51	0
4	4	5	11	10	28	57	33	54	0
5	5	6	12	11	29	60	34	57	0
6	7	8	14	13	30	49	35	46	0
7	8	9	15	14	31	52	36	49	0
8	9	10	16	15	32	55	37	52	0
9	10	11	17	16	33	58	38	55	0
10	11	12	18	17	34	61	39	58	0
11	13	14	20	19	35	50	40	47	0
12	14	15	21	20	36	53	41	50	0
13	15	16	22	21	37	56	42	53	0
14	16	17	23	22	38	59	43	56	0
15	17	18	24	23	39	62	44	59	0
16	63	64	70	69	81	99	86	96	0
17	64	65	71	70	82	102	87	99	0
18	65	66	72	71	83	105	88	102	0
19	66	67	73	72	84	108	89	105	0
20	67	68	74	73	85	111	90	108	0
21	69	70	76	75	86	100	91	97	0
22	70	71	77	76	87	103	92	100	0
23	71	72	78	77	88	106	93	103	0
24	72	73	79	78	89	109	94	106	0
25	73	74	80	79	90	112	95	109	0
26	75	76	2	1	91	101	25	98	0
27	76	77	3	2	92	104	26	101	0
28	77	78	4	3	93	107	27	104	0
29	78	79	5	4	94	110	28	107	0
30	79	80	6	5	95	113	29	110	0
31	24	114	119	23	144	174	149	44	0
32	114	115	120	119	145	179	150	174	0
33	115	116	121	120	146	184	151	179	0
34	116	117	122	121	147	189	152	184	0
35	117	118	123	122	148	194	153	189	0
36	23	119	124	22	149	175	154	43	0
37	119	120	125	124	150	180	155	175	0
38	120	121	126	125	151	185	156	180	0
39	121	122	127	126	152	190	157	185	0
40	122	123	128	127	153	195	158	190	0
41	22	124	129	21	154	176	159	42	0
42	124	125	130	129	155	181	160	176	0
43	125	126	131	130	156	186	161	181	0
44	126	127	132	131	157	191	162	186	0
45	127	128	133	132	158	196	163	191	0
46	21	129	134	20	159	177	164	41	0
47	129	130	135	134	160	182	165	177	0
48	130	131	136	135	161	187	166	182	0
49	131	132	137	136	162	192	167	187	0
50	132	133	138	137	163	197	168	192	0
51	20	134	139	19	164	178	169	40	0
52	134	135	140	139	165	183	170	178	0
53	135	136	141	140	166	188	171	183	0
54	136	137	142	141	167	193	172	188	0
55	137	138	143	142	168	198	173	193	0
56	1	7	200	199	45	239	219	234	0
57	7	13	201	200	46	244	220	239	0
58	13	19	202	201	47	249	221	244	0
59	199	200	204	203	219	240	222	235	0
60	200	201	205	204	220	245	223	240	0
61	201	202	206	205	221	250	224	245	0
62	203	204	208	207	222	241	225	236	0
63	204	205	209	208	223	246	226	241	0
64	205	206	210	209	224	251	227	246	0
65	207	208	212	211	225	242	228	237	0
66	208	209	213	212	226	247	229	242	0
67	209	210	214	213	227	252	230	247	0
68	211	212	216	215	228	243	231	238	0
69	212	213	217	216	229	248	232	243	0
70	213	214	218	217	230	253	233	248	0
71	143	254	259	142	279	304	284	173	0
72	254	255	260	259	280	309	285	304	0
73	255	256	261	260	281	314	286	309	0
74	256	257	262	261	282	319	287	314	0
75	257	258	263	262	283	324	288	319	0
76	142	259	264	141	284	305	289	172	0
77	259	260	265	264	285	310	290	305	0
78	260	261	266	265	286	315	291	310	0
79	261	262	267	266	287	320	292	315	0
80	262	263	268	267	288	325	293	320	0
81	141	264	269	140	289	306	294	171	0
82	264	265	270	269	290	311	295	306	0
83	265	266	271	270	291	316	296	311	0
84	266	267	272	271	292	321	297	316	0
85	267	268	273	272	293	326	298	321	0
86	140	269	274	139	294	307	299	170	0
87	269	270	275	274	295	312	300	307	0
88	270	271	276	275	296	317	301	312	0
89	271	272	277	276	297	322	302	317	0
90	272	273	278	277	298	327	303	322	0
91	139	274	202	19	299	308	249	169	0
92	274	275	206	202	300	313	250	308	0
93	275	276	210	206	301	318	251	313	0
94	276	277	214	210	302	323	252	318	0
95	277	278	218	214	303	328	253	323	0
