1	10	10	0	0
2	8	10	0	0
3	6	10	0	0
4	4	10	0	0
5	2	10	0	0
6	0	10	0	0
7	9.16666666666667	9.16666666666667	0	0
8	7.33333333333333	9.16666666666667	0	0
9	5.5	9.16666666666667	0	0
10	3.66666666666667	9.16666666666667	0	0
11	1.83333333333333	9.16666666666667	0	0
12	0	9.16666666666667	0	0
13	8.33333333333333	8.33333333333333	0	0
14	6.66666666666667	8.33333333333333	0	0
15	5	8.33333333333333	0	0
16	3.33333333333333	8.33333333333333	0	0
17	1.66666666666667	8.33333333333333	0	0
18	0	8.33333333333333	0	0
19	7.5	7.5	0	0
20	6	7.5	0	0
21	4.5	7.5	0	0
22	3	7.5	0	0
23	1.5	7.5	0	0
24	0	7.5	0	0
25	9	10	0	0
26	7	10	0	0
27	5	10	0	0
28	3	10	0	0
29	1	10	0	0
30	8.25	9.16666666666667	0	0
31	6.41666666666667	9.16666666666667	0	0
32	4.58333333333333	9.16666666666667	0	0
33	2.75	9.16666666666667	0	0
34	0.916666666666667	9.16666666666667	0	0
35	7.5	8.33333333333333	0	0
36	5.83333333333333	8.33333333333333	0	0
37	4.16666666666667	8.33333333333333	0	0
38	2.5	8.33333333333333	0	0
39	0.833333333333333	8.33333333333333	0	0
40	6.75	7.5	0	0
41	5.25	7.5	0	0
42	3.75	7.5	0	0
43	2.25	7.5	0	0
44	0.75	7.5	0	0
45	9.58333333333333	9.58333333333333	0	0
46	8.75	8.75	0	0
47	7.91666666666667	7.91666666666667	0	0
48	7.66666666666667	9.58333333333333	0	0
49	7	8.75	0	0
50	6.33333333333333	7.91666666666667	0	0
51	5.75	9.58333333333333	0	0
52	5.25	8.75	0	0
53	4.75	7.91666666666667	0	0
54	3.83333333333333	9.58333333333333	0	0
55	3.5	8.75	0	0
56	3.16666666666667	7.91666666666667	0	0
57	1.91666666666667	9.58333333333333	0	0
58	1.75	8.75	0	0
59	1.58333333333333	7.91666666666667	0	0
60	0	9.58333333333333	0	0
61	0	8.75	0	0
62	0	7.91666666666667	0	0
63	10	15	0	0
64	8	15	0	0
65	6	15	0	0
66	4	15	0	0
67	2	15	0	0
68	0	15	0	0
69	10	13.3333333333333	0	0
70	8	13.3333333333333	0	0
71	6	13.3333333333333	0	0
72	4	13.3333333333333	0	0
73	2	13.3333333333333	0	0
74	0	13.3333333333333	0	0
75	10	11.6666666666667	0	0
76	8	11.6666666666667	0	0
77	6	11.6666666666667	0	0
78	4	11.6666666666667	0	0
79	2	11.6666666666667	0	0
80	0	11.6666666666667	0	0
81	9	15	0	0
82	7	15	0	0
83	5	15	0	0
84	3	15	0	0
85	1	15	0	0
86	9	13.3333333333333	0	0
87	7	13.3333333333333	0	0
88	5	13.3333333333333	0	0
89	3	13.3333333333333	0	0
90	1	13.3333333333333	0	0
91	9	11.6666666666667	0	0
92	7	11.6666666666667	0	0
93	5	11.6666666666667	0	0
94	3	11.6666666666667	0	0
95	1	11.6666666666667	0	0
96	10	14.1666666666667	0	0
97	10	12.5	0	0
98	10	10.8333333333333	0	0
99	8	14.1666666666667	0	0
100	8	12.5	0	0
101	8	10.8333333333333	0	0
102	6	14.1666666666667	0	0
103	6	12.5	0	0
104	6	10.8333333333333	0	0
105	4	14.1666666666667	0	0
106	4	12.5	0	0
107	4	10.8333333333333	0	0
108	2	14.1666666666667	0	0
109	2	12.5	0	0
110	2	10.8333333333333	0	0
111	0	14.1666666666667	0	0
112	0	12.5	0	0
113	0	10.8333333333333	0	0
114	0	7	0	0
115	0	6.5	0	0
116	0	6	0	0
117	0	5.5	0	0
118	0	5	0	0
119	1.35643446504023	6.98768834059514	0	0
120	1.21286893008046	6.47537668119028	0	0
121	1.06930339512069	5.96306502178541	0	0
122	0.925737860160923	5.45075336238055	0	0
123	0.782172325201154	4.93844170297569	0	0
124	2.70901699437495	6.95105651629515	0	0
125	2.41803398874989	6.40211303259031	0	0
126	2.12705098312484	5.85316954888546	0	0
127	1.83606797749979	5.30422606518061	0	0
128	1.54508497187474	4.75528258147577	0	0
129	4.05399049973955	6.89100652418837	0	0
130	3.60798099947909	6.28201304837674	0	0
131	3.16197149921864	5.6730195725651	0	0
132	2.71596199895819	5.06402609675347	0	0
133	2.26995249869773	4.45503262094184	0	0
134	5.38778525229247	6.80901699437495	0	0
135	4.77557050458495	6.11803398874989	0	0
136	4.16335575687742	5.42705098312484	0	0
137	3.55114100916989	4.73606797749979	0	0
138	2.93892626146237	4.04508497187474	0	0
139	6.70710678118655	6.70710678118655	0	0
140	5.91421356237309	5.91421356237309	0	0
141	5.12132034355964	5.12132034355964	0	0
142	4.32842712474619	4.32842712474619	0	0
143	3.53553390593274	3.53553390593274	0	0
144	0	7.25	0	0
145	0	6.75	0	0
146	0	6.25	0	0
147	0	5.75	0	0
148	0	5.25	0	0
149	1.42821723252012	7.24384417029757	0	0
150	1.28465169756035	6.73153251089271	0	0
151	1.14108616260058	6.21922085148785	0	0
152	0.997520627640808	5.70690919208298	0	0
153	0.853955092681039	5.19459753267812	0	0
154	2.85450849718747	7.22552825814758	0	0
155	2.56352549156242	6.67658477444273	0	0
156	2.27254248593737	6.12764129073788	0	0
157	1.98155948031232	5.57869780703304	0	0
158	1.69057647468726	5.02975432332819	0	0
159	4.27699524986977	7.19550326209419	0	0
160	3.83098574960932	6.58650978628255	0	0
161	3.38497624934887	5.97751631047092	0	0
162	2.93896674908841	5.36852283465929	0	0
163	2.49295724882796	4.75952935884766	0	0
164	5.69389262614624	7.15450849718747	0	0
165	5.08167787843871	6.46352549156242	0	0
166	4.46946313073118	5.77254248593737	0	0
167	3.85724838302366	5.08155948031231	0	0
168	3.24503363531613	4.39057647468726	0	0
169	7.10355339059327	7.10355339059327	0	0
170	6.31066017177982	6.31066017177982	0	0
171	5.51776695296637	5.51776695296637	0	0
172	4.72487373415292	4.72487373415292	0	0
173	3.93198051533946	3.93198051533946	0	0
174	0.678459095727845	6.99691733373313	0	0
175	2.0334453638559	6.97236992039768	0	0
176	3.38268343236509	6.92387953251129	0	0
177	4.72249856471595	6.85264016435409	0	0
178	6.04944804833018	6.76040596560003	0	0
179	0.60691819145569	6.49383466746626	0	0
180	1.81689072771181	6.44473984079535	0	0
181	3.01536686473018	6.34775906502257	0	0
182	4.1949971294319	6.20528032870818	0	0
183	5.34889609666037	6.02081193120006	0	0
184	0.535377287183535	5.99075200119938	0	0
185	1.60033609156772	5.91710976119303	0	0
186	2.64805029709527	5.77163859753386	0	0
187	3.66749569414785	5.55792049306228	0	0
188	4.64834414499055	5.28121789680009	0	0
189	0.46383638291138	5.48766933493251	0	0
190	1.38378145542362	5.38947968159071	0	0
191	2.28073372946036	5.19551813004515	0	0
192	3.1399942588638	4.91056065741637	0	0
193	3.94779219332073	4.54162386240012	0	0
194	0.392295478639225	4.98458666866564	0	0
195	1.16722681927953	4.86184960198838	0	0
196	1.91341716182545	4.61939766255643	0	0
197	2.61249282357974	4.26320082177046	0	0
198	3.24724024165092	3.80202982800015	0	0
199	10	8	0	0
200	9.16666666666667	7.33333333333333	0	0
201	8.33333333333333	6.66666666666667	0	0
202	7.5	6	0	0
203	10	6	0	0
204	9.16666666666667	5.5	0	0
205	8.33333333333333	5	0	0
206	7.5	4.5	0	0
207	10	4	0	0
208	9.16666666666667	3.66666666666667	0	0
209	8.33333333333333	3.33333333333333	0	0
210	7.5	3	0	0
211	10	2	0	0
212	9.16666666666667	1.83333333333333	0	0
213	8.33333333333334	1.66666666666667	0	0
214	7.5	1.5	0	0
215	10	0	0	0
216	9.16666666666667	0	0	0
217	8.33333333333333	0	0	0
218	7.5	0	0	0
219	9.58333333333333	7.66666666666667	0	0
220	8.75	7	0	0
221	7.91666666666667	6.33333333333333	0	0
222	9.58333333333333	5.75	0	0
223	8.75	5.25	0	0
224	7.91666666666667	4.75	0	0
225	9.58333333333333	3.83333333333333	0	0
226	8.75	3.5	0	0
227	7.91666666666667	3.16666666666667	0	0
228	9.58333333333333	1.91666666666667	0	0
229	8.75	1.75	0	0
230	7.91666666666667	1.58333333333333	0	0
231	9.58333333333333	0	0	0
232	8.75	0	0	0
233	7.91666666666667	0	0	0
234	10	9	0	0
235	10	7	0	0
236	10	5	0	0
237	10	3	0	0
238	10	1	0	0
239	9.16666666666667	8.25	0	0
240	9.16666666666667	6.41666666666667	0	0
241	9.16666666666667	4.58333333333333	0	0
242	9.16666666666667	2.75	0	0
243	9.16666666666667	0.916666666666667	0	0
244	8.33333333333333	7.5	0	0
245	8.33333333333333	5.83333333333333	0	0
246	8.33333333333333	4.16666666666667	0	0
247	8.33333333333333	2.5	0	0
248	8.33333333333333	0.833333333333333	0	0
249	7.5	6.75	0	0
250	7.5	5.25	0	0
251	7.5	3.75	0	0
252	7.5	2.25	0	0
253	7.5	0.75	0	0
254	4.04508497187474	2.93892626146237	0	0
255	4.45503262094184	2.26995249869773	0	0
256	4.75528258147577	1.54508497187474	0	0
257	4.93844170297569	0.782172325201154	0	0
258	5	0	0	0
259	4.73606797749979	3.55114100916989	0	0
260	5.06402609675347	2.71596199895819	0	0
261	5.30422606518061	1.83606797749979	0	0
262	5.45075336238055	0.925737860160923	0	0
263	5.5	0	0	0
264	5.42705098312484	4.16335575687742	0	0
265	5.6730195725651	3.16197149921864	0	0
266	5.85316954888546	2.12705098312484	0	0
267	5.96306502178541	1.06930339512069	0	0
268	6	0	0	0
269	6.11803398874989	4.77557050458495	0	0
270	6.28201304837674	3.60798099947909	0	0
271	6.40211303259031	2.41803398874989	0	0
272	6.47537668119028	1.21286893008046	0	0
273	6.5	0	0	0
274	6.80901699437495	5.38778525229247	0	0
275	6.89100652418837	4.05399049973955	0	0
276	6.95105651629515	2.70901699437495	0	0
277	6.98768834059514	1.35643446504023	0	0
278	7	0	0	0
279	3.80202982800015	3.24724024165092	0	0
280	4.26320082177046	2.61249282357974	0	0
281	4.61939766255643	1.91341716182545	0	0
282	4.86184960198838	1.16722681927953	0	0
283	4.98458666866564	0.392295478639225	0	0
284	4.54162386240012	3.94779219332073	0	0
285	4.91056065741637	3.1399942588638	0	0
286	5.19551813004515	2.28073372946036	0	0
287	5.38947968159071	1.38378145542362	0	0
288	5.48766933493251	0.46383638291138	0	0
289	5.28121789680009	4.64834414499055	0	0
290	5.55792049306228	3.66749569414785	0	0
291	5.77163859753386	2.64805029709527	0	0
292	5.91710976119303	1.60033609156772	0	0
293	5.99075200119938	0.535377287183535	0	0
294	6.02081193120006	5.34889609666037	0	0
295	6.20528032870818	4.1949971294319	0	0
296	6.34775906502257	3.01536686473018	0	0
297	6.44473984079535	1.81689072771181	0	0
298	6.49383466746626	0.60691819145569	0	0
299	6.76040596560003	6.04944804833018	0	0
300	6.85264016435409	4.72249856471595	0	0
301	6.92387953251129	3.38268343236509	0	0
302	6.97236992039768	2.03344536385591	0	0
303	6.99691733373313	0.678459095727845	0	0
304	4.39057647468726	3.24503363531613	0	0
305	5.08155948031232	3.85724838302366	0	0
306	5.77254248593737	4.46946313073118	0	0
307	6.46352549156242	5.08167787843871	0	0
308	7.15450849718747	5.69389262614624	0	0
309	4.75952935884766	2.49295724882796	0	0
310	5.36852283465929	2.93896674908841	0	0
311	5.97751631047092	3.38497624934887	0	0
312	6.58650978628255	3.83098574960932	0	0
313	7.19550326209418	4.27699524986977	0	0
314	5.02975432332819	1.69057647468726	0	0
315	5.57869780703304	1.98155948031232	0	0
316	6.12764129073788	2.27254248593737	0	0
317	6.67658477444273	2.56352549156242	0	0
318	7.22552825814758	2.85450849718747	0	0
319	5.19459753267812	0.853955092681038	0	0
320	5.70690919208298	0.997520627640808	0	0
321	6.21922085148784	1.14108616260058	0	0
322	6.73153251089271	1.28465169756035	0	0
323	7.24384417029757	1.42821723252012	0	0
324	5.25	0	0	0
325	5.75	0	0	0
326	6.25	0	0	0
327	6.75	0	0	0
328	7.25	0	0	0
